Avalanche Season,Region,Month,Day,Year,Trigger,Weak Layer,Depth_inches,Vertical_inches,Aspect,Elevation_feet
Middle,Skyline,1,2,2023,Snowmobiler,Facets,72,7200,Northeast,10000
Middle,Uintas,1,2,2023,Snowmobiler,Facets,24,1200,Northwest,9600
Middle,Uintas,1,3,2023,Unknown,Facets,24,1200,Northeast,8300
Middle,Moab,1,2,2023,Natural,Facets,72,6000,North,11700
Middle,Moab,1,2,2023,Natural,Facets,60,4800,Northeast,11800
Middle,Skyline,1,1,2023,Natural,Facets,42,7200,Northeast,10400
Middle,Uintas,1,2,2023,Natural,Facets,36,4200,North,9600
Middle,Moab,1,2,2023,Natural,Facets,60,8400,Northeast,11200
Middle,Moab,1,2,2023,Natural,Facets,72,12000,Northwest,11600
Middle,Moab,1,4,2023,Natural,New Snow,24,5400,Northeast,12000
Middle,Uintas,1,1,2023,Unknown,Facets,36,4800,Northeast,10100
Middle,Uintas,1,5,2023,Natural,Density Change,12,480,North,10600
Middle,Uintas,1,1,2023,Unknown,Facets,36,3000,North,10200
Middle,Salt Lake,1,6,2023,Natural,New Snow,14,1800,Northeast,8900
Middle,Logan,1,6,2023,Natural,Facets,48,9600,Northeast,9000
Middle,Moab,1,2,2023,Natural,Facets,42,15000,Northwest,10700
Middle,Logan,1,8,2023,Skier,Facets,72,21000,East,8000
Middle,Salt Lake,1,8,2023,Snowboarder,Unknown,5,15000,Northwest,10200
Middle,Salt Lake,1,7,2023,Natural,Unknown,6,1200,Northeast,8800
Middle,Salt Lake,1,8,2023,Skier,Unknown,12,600,Northwest,9700
Middle,Salt Lake,1,10,2023,Skier,New Snow/Old Snow Interface,12,1200,North,9600
Middle,Skyline,1,11,2023,Natural,Facets,48,1200,Northeast,8700
Middle,Salt Lake,1,12,2023,Natural,Facets,72,21000,Northeast,10200
Middle,Logan,1,11,2023,Natural,Facets,72,27000,Northeast,8800
Middle,Logan,1,11,2023,Natural,Facets,60,21000,East,8400
Middle,Skyline,1,12,2023,Explosive,Facets,48,1200,Northeast,8700
Middle,Logan,1,11,2023,Natural,Facets,60,27000,Northeast,8400
Middle,Salt Lake,1,15,2023,Skier,Density Change,8,1200,Northeast,8400
Middle,Salt Lake,1,15,2023,Skier,New Snow,8,1200,North,9000
Middle,Salt Lake,1,15,2023,Natural,New Snow,12,7200,East,9500
Middle,Salt Lake,1,15,2023,Skier,New Snow,6,2400,North,8100
Middle,Salt Lake,1,15,2023,Skier,New Snow/Old Snow Interface,8,3600,Northeast,9100
Middle,Salt Lake,1,15,2023,Skier,New Snow,8,1800,North,10400
Middle,Salt Lake,1,15,2023,Skier,Unknown,12,3600,Northeast,9400
Middle,Salt Lake,1,15,2023,Natural,New Snow/Old Snow Interface,8,3600,Southeast,7800
Middle,Salt Lake,1,15,2023,Skier,Density Change,16,4800,North,10200
Middle,Salt Lake,1,15,2023,Skier,Density Change,10,240,Southeast,9800
Middle,Provo,1,15,2023,Natural,Density Change,18,4200,North,9600
Middle,Salt Lake,1,15,2023,Skier,Unknown,4,3600,Northwest,7800
Middle,Salt Lake,1,15,2023,Skier,New Snow/Old Snow Interface,3,240,Northwest,8000
Middle,Salt Lake,1,16,2023,Skier,Unknown,6,6000,North,10300
Middle,Salt Lake,1,16,2023,Skier,Unknown,18,4800,Southeast,10100
Middle,Salt Lake,1,16,2023,Skier,New Snow/Old Snow Interface,12,600,North,7900
Middle,Salt Lake,1,21,2023,Skier,New Snow,36,720,Southwest,10400
Middle,Skyline,1,21,2023,Natural,Density Change,8,1200,Southeast,10200
Middle,Moab,1,17,2023,Natural,Facets,48,18000,North,10400
Middle,Logan,1,23,2023,Natural,Wet grains,12,5400,South,7500
Middle,Ogden,1,23,2023,Skier,New Snow/Old Snow Interface,4,600,Northeast,7400
Middle,Salt Lake,1,26,2023,Snowboarder,Density Change,18,9600,Southeast,10300
Middle,Provo,1,27,2023,Snowmobiler,Unknown,6,600,East,8000
Middle,Salt Lake,1,28,2023,Skier,Facets,18,3600,North,7300
Middle,Salt Lake,1,28,2023,Natural,New Snow/Old Snow Interface,18,4200,North,10300
Middle,Salt Lake,1,28,2023,Skier,New Snow/Old Snow Interface,14,7200,Northeast,9300
Middle,Salt Lake,1,28,2023,Skier,New Snow/Old Snow Interface,24,3000,West,9200
Middle,Uintas,1,28,2023,Skier,Facets,18,7200,Northwest,8400
Middle,Logan,1,28,2023,Hiker,Facets,48,1200,East,7700
Middle,Salt Lake,1,28,2023,Hiker,Unknown,12,720,North,6800
Middle,Salt Lake,1,29,2023,Skier,New Snow/Old Snow Interface,30,7200,Southeast,10400
Middle,Salt Lake,1,28,2023,Snowboarder,Unknown,24,3600,North,6000
Middle,Salt Lake,1,29,2023,Snowboarder,Unknown,36,3600,Southeast,9100
Middle,Salt Lake,1,28,2023,Skier,New Snow/Old Snow Interface,12,12000,South,9900
Middle,Salt Lake,1,30,2023,Skier,Facets,24,3600,Southwest,9900
Middle,Logan,1,29,2023,Natural,Facets,36,8400,Southeast,9600
Middle,Salt Lake,1,30,2023,Natural,Facets,20,3000,Southeast,9400
Middle,Logan,1,29,2023,Natural,Facets,30,21000,South,8500
Middle,Salt Lake,1,30,2023,Natural,Unknown,8,1200,East,10800
Middle,Logan,1,29,2023,Natural,Unknown,24,7200,South,9600
Middle,Logan,1,29,2023,Natural,Facets,18,3600,South,6700
Middle,Uintas,2,3,2023,Skier,Unknown,3,1500,North,9700
Middle,Logan,1,29,2023,Natural,Facets,24,6000,East,8800
Middle,Salt Lake,2,3,2023,Skier,New Snow/Old Snow Interface,8,120,North,9300
Middle,Salt Lake,2,3,2023,Skier,New Snow/Old Snow Interface,6,240,West,9000
Middle,Provo,2,3,2023,Unknown,Unknown,8,3000,Southeast,7800
Middle,Ogden,2,5,2023,Skier,Unknown,36,720,East,7600
Middle,Provo,1,30,2023,Natural,Facets,10,39000,Southeast,10300
Middle,Salt Lake,2,6,2023,Snowboarder,New Snow,10,3600,Northwest,10200
Middle,Salt Lake,2,7,2023,Snowboarder,Density Change,12,3600,West,9400
Middle,Salt Lake,2,7,2023,Unknown,Density Change,24,10800,South,10400
Middle,Logan,2,11,2023,Skier,Unknown,10,6000,Northeast,9000
Middle,Salt Lake,2,15,2023,Skier,Density Change,10,7200,Northwest,8700
Middle,Salt Lake,2,15,2023,Skier,New Snow,6,120,Southwest,8500
Middle,Salt Lake,2,19,2023,Skier,New Snow/Old Snow Interface,8,960,East,10300
Middle,Salt Lake,2,19,2023,Natural,New Snow/Old Snow Interface,12,2400,West,5800
Middle,Ogden,2,21,2023,Skier,Density Change,6,720,North,7200
Middle,Salt Lake,2,22,2023,Skier,Unknown,14,6000,Southeast,7500
Middle,Logan,2,22,2023,Natural,Facets,12,9600,Northwest,6400
Middle,Salt Lake,2,24,2023,Natural,Density Change,24,3600,Northeast,9700
Middle,Logan,2,22,2023,Natural,Facets,24,1200,East,6900
Middle,Salt Lake,2,24,2023,Skier,Density Change,12,600,Northwest,8900
Middle,Salt Lake,2,25,2023,Snowboarder,Unknown,12,2400,Northeast,10200
Middle,Uintas,2,25,2023,Natural,Density Change,12,1800,Northeast,10800
Middle,Uintas,2,25,2023,Natural,Density Change,12,3600,Northeast,10000
Middle,Uintas,2,25,2023,Natural,Density Change,12,1800,Northeast,10500
Middle,Skyline,2,25,2023,Snowmobiler,New Snow/Old Snow Interface,12,6000,Northeast,10100
Middle,Skyline,2,26,2023,Natural,New Snow/Old Snow Interface,12,6000,Northeast,10200
Middle,Salt Lake,2,25,2023,Skier,Unknown,12,720,Northwest,9000
Middle,Salt Lake,2,26,2023,Unknown,Unknown,36,1200,Northwest,9800
Middle,Uintas,2,26,2023,Skier,Facets,24,1200,North,6900
Middle,Logan,2,27,2023,Natural,Facets,18,15000,North,6400
Middle,Moab,2,23,2023,Natural,Unknown,30,4800,North,10600
Middle,Moab,2,23,2023,Natural,Unknown,36,1500,Northwest,11400
Middle,Logan,2,28,2023,Natural,Unknown,12,1500,North,5600
Middle,Logan,2,28,2023,Skier,Facets,24,7200,East,8000
Middle,Salt Lake,3,1,2023,Natural,New Snow,6,1200,Northeast,10500
Middle,Logan,3,1,2023,Unknown,Facets,18,1080,West,6800
Middle,Salt Lake,3,2,2023,Skier,Facets,24,3000,Northwest,10000
Middle,Logan,3,2,2023,Snowmobiler,Facets,48,9600,Southeast,9000
Middle,Logan,3,1,2023,Snowmobiler,Facets,30,8400,North,9100
Middle,Salt Lake,3,4,2023,Skier,Density Change,16,240,North,9600
Middle,Uintas,3,4,2023,Skier,Density Change,16,1200,Northeast,10200
Middle,Uintas,3,4,2023,Natural,Unknown,36,4800,North,9600
Middle,Logan,3,5,2023,Natural,New Snow/Old Snow Interface,11,9600,North,6200
Middle,Ogden,3,5,2023,Skier,Density Change,18,4200,East,8600
Middle,Logan,3,6,2023,Natural,New Snow/Old Snow Interface,6,480,North,5100
Middle,Ogden,3,9,2023,Skier,Density Change,24,5400,Southeast,9400
Middle,Salt Lake,3,9,2023,Natural,Unknown,14,18000,South,9000
Middle,Skyline,3,11,2023,Natural,Facets,30,7200,East,8200
Middle,Salt Lake,3,11,2023,Skier,New Snow,3,720,Northeast,8000
Middle,Salt Lake,3,11,2023,Snowboarder,Unknown,4,4800,Northeast,8800
Middle,Salt Lake,3,11,2023,Natural,Unknown,36,8400,East,9800
Middle,Provo,3,11,2023,Unknown,Facets,42,21000,West,9300
Middle,Salt Lake,3,11,2023,Natural,Unknown,24,7200,West,9000
Middle,Logan,3,10,2023,Natural,Wet grains,18,4200,North,5200
Middle,Logan,3,10,2023,Natural,Wet grains,16,6000,North,6400
Middle,Uintas,3,10,2023,Natural,New Snow/Old Snow Interface,30,4800,Northeast,10400
Middle,Uintas,3,10,2023,Natural,New Snow/Old Snow Interface,24,3600,Northeast,10500
Middle,Logan,3,15,2023,Natural,Wet grains,30,9600,West,6500
Middle,Salt Lake,3,15,2023,Natural,Facets,24,2400,North,9600
Middle,Logan,3,15,2023,Natural,Wet grains,30,18000,North,6600
Middle,Logan,3,15,2023,Natural,Unknown,24,120,Unknown,5100
Middle,Logan,3,15,2023,Natural,New Snow/Old Snow Interface,12,4200,Northwest,8600
Middle,Salt Lake,3,16,2023,Natural,New Snow/Old Snow Interface,12,4800,North,10200
Middle,Logan,3,15,2023,Natural,Ground Interface,24,5400,North,5600
Middle,Logan,3,15,2023,Natural,Wet grains,24,9600,Northeast,6600
Middle,Salt Lake,3,16,2023,Skier,Density Change,3,2400,Northeast,8800
Middle,Logan,3,15,2023,Natural,Wet grains,30,7200,North,6300
Middle,Salt Lake,3,16,2023,Skier,Graupel,12,1800,Southeast,9800
Middle,Logan,3,15,2023,Natural,Wet grains,12,4200,South,6800
Middle,Uintas,3,17,2023,Natural,Facets,30,2400,Northeast,9200
Middle,Uintas,3,15,2023,Unknown,Unknown,48,9600,East,9800
Middle,Salt Lake,3,19,2023,Natural,Graupel,14,600,North,9700
Middle,Uintas,3,19,2023,Snowmobiler,Facets,36,6000,Northeast,10800
Middle,Logan,3,15,2023,Natural,Ground Interface,36,8400,East,6000
Middle,Logan,3,21,2023,Natural,Unknown,3,480,Northwest,8000
Middle,Skyline,2,25,2023,Snowmobiler,Unknown,18,1800,East,10500
Middle,Salt Lake,3,21,2023,Natural,Unknown,8,7200,Southwest,9200
Middle,Skyline,3,22,2023,Natural,Density Change,20,3600,Northeast,9000
Middle,Salt Lake,3,23,2023,Skier,Unknown,12,2400,West,10300
Middle,Salt Lake,3,23,2023,Skier,Unknown,12,7200,Northeast,9700
Middle,Abajos,3,24,2023,Skier,Density Change,24,7200,East,10000
Middle,Salt Lake,3,24,2023,Natural,Unknown,12,1200,Southwest,9200
Middle,Provo,3,25,2023,Skier,Unknown,10,1800,South,9700
Middle,Logan,3,25,2023,Natural,New Snow/Old Snow Interface,36,30000,East,8600
Middle,Moab,3,22,2023,Natural,Unknown,24,18000,Northwest,9600
Middle,Logan,3,25,2023,Natural,New Snow/Old Snow Interface,36,30000,East,8500
Middle,Logan,3,25,2023,Natural,New Snow/Old Snow Interface,36,30000,East,8500
Middle,Provo,3,24,2023,Natural,Unknown,144,7200,West,8000
Middle,Salt Lake,3,26,2023,Skier,Density Change,12,10800,North,9600
Middle,Moab,3,22,2023,Natural,Facets,60,2400,West,11100
Middle,Moab,3,22,2023,Natural,Facets,60,3600,West,11100
Middle,Salt Lake,3,28,2023,Natural,New Snow/Old Snow Interface,48,8400,East,9700
Middle,Salt Lake,3,28,2023,Snowboarder,Density Change,12,3600,West,10100
Middle,Ogden,3,28,2023,Unknown,Unknown,24,8400,East,7000
Middle,Salt Lake,3,30,2023,Skier,Unknown,10,2400,Southwest,9400
Middle,Ogden,3,30,2023,Snowmobiler,Unknown,10,120,Northeast,8200
Middle,Provo,3,31,2023,Skier,Unknown,10,360,West,7200
Middle,Provo,3,31,2023,Natural,Unknown,120,18000,Northeast,10800
Middle,Uintas,3,31,2023,Natural,New Snow/Old Snow Interface,24,10800,East,9500
Middle,Uintas,3,31,2023,Natural,New Snow/Old Snow Interface,24,4800,Southeast,9600
End,Salt Lake,4,2,2023,Natural,Unknown,36,360,Southeast,8900
End,Salt Lake,4,3,2023,Skier,Density Change,8,3000,North,9900
Middle,Salt Lake,3,27,2023,Snowmobiler,Facets,36,27000,East,10400
End,Salt Lake,4,4,2023,Natural,New Snow,20,5400,Northeast,7800
End,Logan,4,5,2023,Natural,Facets,42,33000,East,8800
End,Logan,4,4,2023,Natural,New Snow/Old Snow Interface,24,9600,Southwest,8900
End,Salt Lake,4,6,2023,Explosive,New Snow/Old Snow Interface,84,15000,South,10000
End,Logan,4,6,2023,Natural,Wet grains,18,7200,North,6500
End,Uintas,4,6,2023,Natural,Density Change,18,2400,Southeast,9900
End,Salt Lake,4,7,2023,Natural,Unknown,48,1200,West,9100
End,Logan,4,5,2023,Natural,New Snow/Old Snow Interface,8,1800,North,5100
End,Logan,4,7,2023,Natural,New Snow/Old Snow Interface,36,21000,East,8600
End,Logan,4,7,2023,Natural,New Snow/Old Snow Interface,36,18000,Northeast,9300
End,Logan,4,8,2023,Natural,New Snow/Old Snow Interface,24,24000,Southeast,8500
End,Logan,4,8,2023,Natural,Wet grains,12,7200,West,6400
End,Logan,4,8,2023,Natural,Wet grains,12,7200,North,6200
End,Logan,4,8,2023,Natural,Wet grains,24,21000,South,8000
End,Logan,4,8,2023,Skier,Wet grains,12,4200,West,6400
End,Logan,4,9,2023,Natural,Facets,72,27000,East,8300
End,Salt Lake,4,9,2023,Unknown,Unknown,24,24000,South,10500
End,Ogden,4,9,2023,Natural,Unknown,36,33000,West,9200
End,Logan,4,9,2023,Natural,Wet grains,16,6000,Northwest,8000
End,Logan,4,9,2023,Natural,New Snow/Old Snow Interface,48,27000,East,8500
End,Logan,4,8,2023,Natural,Wet grains,30,12000,East,7600
Middle,Uintas,3,9,2023,Skier,Facets,48,15000,Southeast,10400
End,Logan,4,9,2023,Natural,Wet grains,12,4800,East,6700
End,Logan,4,10,2023,Natural,Wet grains,8,600,East,6000
End,Logan,4,4,2023,Unknown,New Snow,20,5400,East,7400
End,Logan,4,8,2023,Natural,Wet grains,16,27000,Southeast,8400
End,Logan,4,11,2023,Natural,Wet grains,12,6000,West,7600
End,Logan,4,11,2023,Natural,Wet grains,30,21000,Southeast,8000
End,Salt Lake,4,11,2023,Natural,Unknown,30,1200,West,9100
End,Logan,4,11,2023,Natural,Ground Interface,30,3000,West,5300
End,Uintas,4,12,2023,Unknown,Unknown,48,8400,North,11800
End,Logan,4,11,2023,Natural,Wet grains,18,6000,East,9000
End,Logan,4,4,2023,Natural,Facets,48,9600,Northeast,9600
End,Logan,4,22,2023,Snowmobiler,New Snow/Old Snow Interface,12,6000,East,9600
End,Salt Lake,4,22,2023,Unknown,New Snow/Old Snow Interface,8,1800,East,9800
End,Logan,4,22,2023,Snowmobiler,New Snow/Old Snow Interface,18,4800,North,8700
End,Logan,4,22,2023,Snowboarder,New Snow/Old Snow Interface,12,7200,North,8900
End,Salt Lake,5,7,2023,Natural,Unknown,72,12000,West,10800
End,Salt Lake,5,9,2023,Skier,Unknown,6,2400,West,10000
