Date,Region,Trigger,Weak Layer,Depth_inches,Vertical_inches,Aspect,Elevation_feet
3/15/2023,Logan,Natural,Wet grains,30.0,18000.0,North,6600.0
3/15/2023,Logan,Natural,Unknown,24.0,120.0,Unknown,5100.0
3/15/2023,Logan,Natural,New Snow/Old Snow Interface,12.0,4200.0,Northwest,8600.0
3/16/2023,Salt Lake,Natural,New Snow/Old Snow Interface,12.0,4800.0,North,10200.0
3/15/2023,Logan,Natural,Ground Interface,24.0,5400.0,North,5600.0
3/15/2023,Logan,Natural,Wet grains,24.0,9600.0,Northeast,6600.0
3/16/2023,Salt Lake,Skier,Density Change,3.0,2400.0,Northeast,8800.0
3/15/2023,Logan,Natural,Wet grains,30.0,7200.0,North,6300.0
3/16/2023,Salt Lake,Skier,Graupel,12.0,1800.0,Southeast,9800.0
3/15/2023,Logan,Natural,Wet grains,12.0,4200.0,South,6800.0
3/17/2023,Uintas,Natural,Facets,30.0,2400.0,Northeast,9200.0
3/15/2023,Uintas,Unknown,Unknown,48.0,9600.0,East,9800.0
3/19/2023,Salt Lake,Natural,Graupel,14.0,600.0,North,9700.0
3/19/2023,Uintas,Snowmobiler,Facets,36.0,6000.0,Northeast,10800.0
3/15/2023,Logan,Natural,Ground Interface,36.0,8400.0,East,6000.0
3/21/2023,Logan,Natural,Unknown,3.0,480.0,Northwest,8000.0
2/25/2023,Skyline,Snowmobiler,Unknown,18.0,1800.0,East,10500.0
3/21/2023,Salt Lake,Natural,Unknown,8.0,7200.0,Southwest,9200.0
3/22/2023,Skyline,Natural,Density Change,20.0,3600.0,Northeast,9000.0
3/23/2023,Salt Lake,Skier,Unknown,12.0,2400.0,West,10300.0
3/23/2023,Salt Lake,Skier,Unknown,12.0,7200.0,Northeast,9700.0
3/24/2023,Abajos,Skier,Density Change,24.0,7200.0,East,10000.0
3/24/2023,Salt Lake,Natural,Unknown,12.0,1200.0,Southwest,9200.0
3/25/2023,Provo,Skier,Unknown,10.0,1800.0,South,9700.0
3/25/2023,Logan,Natural,New Snow/Old Snow Interface,36.0,30000.0,East,8600.0
3/22/2023,Moab,Natural,Unknown,24.0,18000.0,Northwest,9600.0
3/25/2023,Logan,Natural,New Snow/Old Snow Interface,36.0,30000.0,East,8500.0
3/25/2023,Logan,Natural,New Snow/Old Snow Interface,36.0,30000.0,East,8500.0
3/24/2023,Provo,Natural,Unknown,144.0,7200.0,West,8000.0
3/26/2023,Salt Lake,Skier,Density Change,12.0,10800.0,North,9600.0
3/22/2023,Moab,Natural,Facets,60.0,2400.0,West,11100.0
3/22/2023,Moab,Natural,Facets,60.0,3600.0,West,11100.0
3/28/2023,Salt Lake,Natural,New Snow/Old Snow Interface,48.0,8400.0,East,9700.0
3/28/2023,Salt Lake,Snowboarder,Density Change,12.0,3600.0,West,10100.0
3/28/2023,Ogden,Unknown,Unknown,24.0,8400.0,East,7000.0
3/30/2023,Salt Lake,Skier,Unknown,10.0,2400.0,Southwest,9400.0
3/30/2023,Ogden,Snowmobiler,Unknown,10.0,120.0,Northeast,8200.0
3/31/2023,Provo,Skier,Unknown,10.0,360.0,West,7200.0
3/31/2023,Provo,Natural,Unknown,120.0,18000.0,Northeast,10800.0
3/31/2023,Uintas,Natural,New Snow/Old Snow Interface,24.0,10800.0,East,9500.0
3/31/2023,Uintas,Natural,New Snow/Old Snow Interface,24.0,4800.0,Southeast,9600.0
4/2/2023,Salt Lake,Natural,Unknown,36.0,360.0,Southeast,8900.0
4/3/2023,Salt Lake,Skier,Density Change,8.0,3000.0,North,9900.0
3/27/2023,Salt Lake,Snowmobiler,Facets,36.0,27000.0,East,10400.0
4/4/2023,Salt Lake,Natural,New Snow,20.0,5400.0,Northeast,7800.0
4/5/2023,Logan,Natural,Facets,42.0,33000.0,East,8800.0
4/4/2023,Logan,Natural,New Snow/Old Snow Interface,24.0,9600.0,Southwest,8900.0
4/6/2023,Salt Lake,Explosive,New Snow/Old Snow Interface,84.0,15000.0,South,10000.0
4/6/2023,Logan,Natural,Wet grains,18.0,7200.0,North,6500.0
4/6/2023,Uintas,Natural,Density Change,18.0,2400.0,Southeast,9900.0
4/7/2023,Salt Lake,Natural,Unknown,48.0,1200.0,West,9100.0
4/5/2023,Logan,Natural,New Snow/Old Snow Interface,8.0,1800.0,North,5100.0
4/7/2023,Logan,Natural,New Snow/Old Snow Interface,36.0,21000.0,East,8600.0
4/7/2023,Logan,Natural,New Snow/Old Snow Interface,36.0,18000.0,Northeast,9300.0
4/8/2023,Logan,Natural,New Snow/Old Snow Interface,24.0,24000.0,Southeast,8500.0
4/8/2023,Logan,Natural,Wet grains,12.0,7200.0,West,6400.0
4/8/2023,Logan,Natural,Wet grains,12.0,7200.0,North,6200.0
4/8/2023,Logan,Natural,Wet grains,24.0,21000.0,South,8000.0
4/8/2023,Logan,Skier,Wet grains,12.0,4200.0,West,6400.0
4/9/2023,Logan,Natural,Facets,72.0,27000.0,East,8300.0
4/9/2023,Salt Lake,Unknown,Unknown,24.0,24000.0,South,10500.0
4/9/2023,Ogden,Natural,Unknown,36.0,33000.0,West,9200.0
4/9/2023,Logan,Natural,Wet grains,16.0,6000.0,Northwest,8000.0
4/9/2023,Logan,Natural,New Snow/Old Snow Interface,48.0,27000.0,East,8500.0
4/8/2023,Logan,Natural,Wet grains,30.0,12000.0,East,7600.0
3/9/2023,Uintas,Skier,Facets,48.0,15000.0,Southeast,10400.0
4/9/2023,Logan,Natural,Wet grains,12.0,4800.0,East,6700.0
4/10/2023,Logan,Natural,Wet grains,8.0,600.0,East,6000.0
4/4/2023,Logan,Unknown,New Snow,20.0,5400.0,East,7400.0
4/8/2023,Logan,Natural,Wet grains,16.0,27000.0,Southeast,8400.0
4/11/2023,Logan,Natural,Wet grains,12.0,6000.0,West,7600.0
4/11/2023,Logan,Natural,Wet grains,30.0,21000.0,Southeast,8000.0
4/11/2023,Salt Lake,Natural,Unknown,30.0,1200.0,West,9100.0
4/11/2023,Logan,Natural,Ground Interface,30.0,3000.0,West,5300.0
4/12/2023,Uintas,Unknown,Unknown,48.0,8400.0,North,11800.0
4/11/2023,Logan,Natural,Wet grains,18.0,6000.0,East,9000.0
4/4/2023,Logan,Natural,Facets,48.0,9600.0,Northeast,9600.0
4/22/2023,Logan,Snowmobiler,New Snow/Old Snow Interface,12.0,6000.0,East,9600.0
4/22/2023,Salt Lake,Unknown,New Snow/Old Snow Interface,8.0,1800.0,East,9800.0
4/22/2023,Logan,Snowmobiler,New Snow/Old Snow Interface,18.0,4800.0,North,8700.0
4/22/2023,Logan,Snowboarder,New Snow/Old Snow Interface,12.0,7200.0,North,8900.0
5/7/2023,Salt Lake,Natural,Unknown,72.0,12000.0,West,10800.0
5/9/2023,Salt Lake,Skier,Unknown,6.0,2400.0,West,10000.0
