Title,Max Players,Multiplatform?,Online?,Genres,Licensed?,Comp_Time_Main,Review Score,Year,Publishers
Open Season,4,True,True,Action,True,3.5,49,2006,Ubisoft
Samurai Warriors 2,4,True,True,Action,True,30.0,52,2006,Unknown
Far Cry: Vengeance,2,True,True,Action,True,-100.0,38,2006,Ubisoft
Import Tuner Challenge,2,True,True,Racing / Driving,True,25.0,54,2006,Ubisoft
Contact,1,True,True,Adventure,True,11.73,73,2006,Unknown
Touch Detective,1,True,True,Adventure,True,6.0,60,2006,Unknown
FIFA Street 2,1,True,True,Sports,True,19.5,58,2006,EA
007: From Russia with Love,1,True,True,Action,True,6.27,61,2006,EA
PaRappa the Rapper,1,True,True,Action,True,1.12,67,2006,Sony
Riviera: The Promised Land,1,True,True,Role-Playing (RPG),True,24.53,68,2006,Unknown
Samurai Warriors: State of War,1,True,True,Action,True,10.5,64,2006,Unknown
Viewtiful Joe: Red Hot Rumble,1,True,True,Action,True,4.8,63,2006,Capcom
Ice Age 2: The Meltdown,1,True,True,Action,True,5.0,66,2006,Unknown
Rumble Roses XX,4,True,True,Action,True,-100.0,62,2006,Konami
Bionicle Heroes,1,True,True,Action,True,9.75,72,2006,Eidos
Deep Labyrinth,1,True,True,Role-Playing (RPG),True,13.57,57,2006,Unknown
Blade Dancer: Lineage of Light,1,True,True,Role-Playing (RPG),True,29.75,60,2006,Unknown
Every Extend Extra,1,True,True,Action,True,12.0,74,2006,Unknown
Ultimate Ghosts 'N' Goblins,1,True,True,Action,True,3.5,72,2006,Capcom
Xiaolin Showdown,1,True,True,Action,True,6.0,44,2006,Konami
Bionicle Heroes,1,True,True,Action,True,9.75,59,2006,Eidos
Bullet Witch,1,True,True,Action,True,6.28,55,2006,Atari
Death Jr. II: Root of Evil,2,True,True,Action,True,6.02,68,2006,Konami
Alex Rider: Stormbreaker,1,True,True,Action,True,-100.0,48,2006,THQ
Cartoon Network Racing,1,True,True,Racing / Driving,True,-100.0,55,2006,Unknown
Guilty Gear: Dust Strikers,1,True,True,Action,True,0.32,60,2006,Unknown
Gunpey DS,1,True,True,Strategy,True,-100.0,70,2006,Namco
Lara Croft Tomb Raider: Legend,1,True,True,Action,True,7.42,58,2006,Eidos
Worms: Open Warfare,1,True,True,Action,True,8.25,64,2006,THQ
Mercury Meltdown,1,True,True,Strategy,True,-100.0,78,2006,Unknown
MTX Mototrax,1,True,True,Racing / Driving,True,-100.0,67,2006,Activision
Snoopy vs. the Red Baron,1,True,True,Action,True,6.0,76,2006,Namco
Super Monkey Ball Adventure,1,True,True,Action,True,-100.0,56,2006,Sega
Ys VI: The Ark of Napishtim,1,True,True,Action,True,13.0,64,2006,Konami
Bomberman Land Touch!,1,True,True,Action,True,15.0,78,2006,Unknown
Point Blank DS,1,True,True,Action,True,0.15,66,2006,"Atari,Namco"
Scurge: Hive,1,True,True,Action,True,9.58,70,2006,Unknown
Star Trek: Tactical Assault,1,True,True,Action,True,-100.0,63,2006,Ubisoft
Tao's Adventure: Curse of the Demon Seal,1,True,True,Role-Playing (RPG),True,45.0,50,2006,Konami
Ford Bold Moves Street Racing,1,True,True,Racing / Driving,True,-100.0,52,2006,Eidos
Gitaroo Man Lives!,1,True,True,Simulation,True,1.88,80,2006,Unknown
Gradius Collection,1,True,True,Action,True,10.0,76,2006,Konami
The Legend of Heroes II: Prophecy of the Moonli...,1,True,True,Role-Playing (RPG),True,20.62,63,2006,Namco
Pac-Man World Rally,1,True,True,Action,True,2.75,51,2006,Namco
Bomberman: Act Zero,1,True,True,Action,True,-100.0,34,2006,Konami
Earth Defense Force 2017,2,True,True,Action,True,10.0,69,2006,Unknown
WarTech: Senko no Ronde,2,True,True,Action,True,1.0,60,2006,Ubisoft
MechAssault: Phantom War,1,True,True,Action,True,7.0,66,2006,Unknown
Astonishia Story,1,True,True,Role-Playing (RPG),True,19.15,48,2006,Ubisoft
B-Boy,1,True,True,Action,True,-100.0,50,2006,Sony
BattleZone,1,True,True,Action,True,-100.0,57,2006,Atari
Bounty Hounds,1,True,True,Action,True,-100.0,63,2006,Namco
Bubble Bobble Evolution,1,True,True,Action,True,-100.0,47,2006,Unknown
MotoGP,1,True,True,Racing / Driving,True,7.5,69,2006,Sony
OutRun 2006: Coast 2 Coast,1,True,True,Racing / Driving,True,4.0,82,2006,Sega
Warhammer: Battle for Atluma,1,True,True,Strategy,True,-100.0,55,2006,Namco
SBK: Snowboard Kids,1,True,True,Action,True,-100.0,63,2006,Unknown
Tenchu: Dark Secret,1,True,True,Action,True,7.1,37,2006,Nintendo
Dungeon Maker: Hunting Ground,1,True,True,Action,True,-100.0,70,2006,Unknown
Metal Gear Solid: Digital Graphic Novel,1,True,True,Adventure,True,3.03,78,2006,Konami
Star Trek: Tactical Assault,1,True,True,Action,True,-100.0,64,2006,Ubisoft
Micro Machines V4,2,True,True,Action,True,-100.0,61,2006,Unknown
Platypus,2,True,True,Action,True,1.25,59,2006,Unknown
Custom Robo Arena,1,True,True,Action,True,19.12,74,2006,Nintendo
Gurumin: A Monstrous Adventure,1,True,True,Action,True,9.4,78,2006,Unknown
Spider-Man 3,1,True,True,Action,True,9.67,58,2006,Ubisoft
Wii Fit,1,True,True,Educational,True,3.93,80,2007,Nintendo
Halo 3,4,True,True,Action,True,9.0,94,2007,Microsoft
Call of Duty 4: Modern Warfare,4,True,True,Action,True,7.0,94,2007,Activision
Super Mario Galaxy,2,True,True,Action,True,15.0,97,2007,Nintendo
Mario Party DS,1,True,True,Action,True,6.87,72,2007,Nintendo
Mario Party 8,4,True,True,Action,True,4.0,62,2007,Nintendo
Guitar Hero III: Legends of Rock,2,True,True,Action,True,8.0,85,2007,Activision
Link's Crossbow Training,1,True,True,Action,True,1.12,68,2007,Nintendo
Guitar Hero III: Legends of Rock,2,True,True,Action,True,8.0,86,2007,Activision
Assassin's Creed,1,True,True,Action,True,15.0,81,2007,Ubisoft
LEGO Star Wars: The Complete Saga,2,True,True,Action,True,14.0,80,2007,Unknown
Call of Duty 4: Modern Warfare,4,True,True,Action,True,7.0,94,2007,Activision
Mario & Sonic at the Olympic Games,4,True,True,Action,True,7.0,67,2007,"Nintendo,Sega"
LEGO Star Wars: The Complete Saga,1,True,True,Action,True,14.0,80,2007,Unknown
Forza Motorsport 2,2,True,True,Racing / Driving,True,54.2,90,2007,Microsoft
Madden NFL 08,4,True,True,Sports,True,17.0,85,2007,EA
Guitar Hero II,2,True,True,Action,True,9.0,92,2007,Activision
Rock Band,4,True,True,Action,True,7.75,92,2007,Unknown
The Legend of Zelda: Phantom Hourglass,1,True,True,Action,True,15.57,90,2007,Nintendo
Pokmon Mystery Dungeon: Explorers of Darkness,1,True,True,Role-Playing (RPG),True,20.85,59,2007,Nintendo
Pokmon Mystery Dungeon: Explorers of Time,1,True,True,Role-Playing (RPG),True,20.85,59,2007,Nintendo
Assassin's Creed,1,True,True,Action,True,15.0,81,2007,Ubisoft
Uncharted: Drake's Fortune,1,True,True,Action,True,8.47,88,2007,Sony
Mass Effect,1,True,True,Action,True,16.5,91,2007,Microsoft
Cooking Mama 2: Dinner with Friends,1,True,True,Simulation,True,5.13,70,2007,Unknown
BioShock,1,True,True,Action,True,12.0,96,2007,2K
Super Paper Mario,1,True,True,Action,True,18.0,85,2007,Nintendo
Game Party,4,True,True,Action,True,-100.0,25,2007,Midway
Ratchet & Clank: Size Matters,1,True,True,Action,True,7.0,85,2007,Sony
Dance Dance Revolution Hottest Party,4,True,True,Action,True,8.0,73,2007,Konami
Cooking Mama: Cook Off,2,True,True,Simulation,True,3.4,61,2007,Unknown
Gran Turismo 5: Prologue,2,True,True,Racing / Driving,True,10.72,80,2007,Sony
Professor Layton and the Curious Village,1,True,True,Adventure,True,12.47,85,2007,Nintendo
Resident Evil 4,1,True,True,Action,True,16.0,91,2007,Capcom
The Elder Scrolls IV: Oblivion,1,True,True,Action,True,24.0,93,2007,Ubisoft
Transformers: Autobots,1,True,True,Action,True,-100.0,67,2007,Activision
Transformers: Decepticons,1,True,True,Action,True,-100.0,66,2007,Activision
Diddy Kong Racing DS,1,True,True,Racing / Driving,True,11.03,63,2007,Nintendo
Big Brain Academy: Wii Degree,8,True,True,Action,True,-100.0,68,2007,Nintendo
Need for Speed: ProStreet,2,True,True,Racing / Driving,True,10.0,72,2007,EA
Deal or No Deal,1,True,True,Strategy,True,0.1,20,2007,Unknown
LEGO Star Wars: The Complete Saga,2,True,True,Action,True,14.0,80,2007,Unknown
Sonic and the Secret Rings,4,True,True,Action,True,9.27,69,2007,Sega
The Orange Box,1,True,True,Action,True,28.75,96,2007,Unknown
Crackdown,1,True,True,Action,True,10.0,83,2007,Microsoft
Rock Band,4,True,True,Action,True,7.75,92,2007,Unknown
Tiger Woods PGA Tour 08,4,True,True,Sports,True,-100.0,72,2007,EA
WWE Smackdown vs. Raw 2008,4,True,True,Sports,True,10.0,71,2007,THQ
Madden NFL 08,4,True,True,Sports,True,17.0,81,2007,EA
Call of Duty 4: Modern Warfare,1,True,True,Action,True,7.0,75,2007,Activision
MySims,1,True,True,Simulation,True,7.18,68,2007,EA
Mario Strikers Charged,4,True,True,Action,True,10.0,79,2007,Nintendo
Star Wars Battlefront: Renegade Squadron,1,True,True,Action,True,2.7199999999999998,73,2007,Unknown
Flash Focus: Vision Training in Minutes a Day,1,True,True,Action,True,6.0,59,2007,Nintendo
Metroid Prime 3: Corruption,1,True,True,Action,True,14.0,90,2007,Nintendo
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,1,True,True,Action,True,8.75,86,2007,Ubisoft
Madden NFL 08,4,True,True,Sports,True,17.0,76,2007,EA
Ratchet & Clank Future: Tools of Destruction,1,True,True,Action,True,13.37,89,2007,Sony
LEGO Star Wars: The Complete Saga,2,True,True,Action,True,14.0,80,2007,Unknown
Rayman Raving Rabbids 2,4,True,True,Action,True,5.0,67,2007,Ubisoft
NBA 2K8 ,1,True,True,Sports,True,4.0,81,2007,2K
Namco Museum DS,1,True,True,Action,True,10.0,67,2007,Namco
Need for Speed: ProStreet,2,True,True,Racing / Driving,True,10.0,73,2007,EA
Blazing Angels: Squadrons of WWII,2,True,True,Action,True,-100.0,57,2007,Ubisoft
Drawn to Life,1,True,True,Action,True,14.37,73,2007,THQ
EA Playground,4,True,True,Action,True,-100.0,66,2007,EA
Major League Baseball 2K7,2,True,True,Sports,True,-100.0,79,2007,2K
Resident Evil: The Umbrella Chronicles,2,True,True,Action,True,7.25,75,2007,"Capcom,Nintendo"
NCAA Football 08,2,True,True,Sports,True,12.0,81,2007,EA
Spectrobes,1,True,True,Action,True,-100.0,63,2007,Unknown
The Sims 2: Castaway,1,True,True,Simulation,True,-100.0,66,2007,EA
WWE Smackdown vs. Raw 2008,6,True,True,Sports,True,10.0,74,2007,THQ
Madden NFL 08,1,True,True,Sports,True,17.0,75,2007,EA
NBA Live 08,4,True,True,Sports,True,-100.0,73,2007,EA
The Simpsons Game,1,True,True,Action,True,0.87,69,2007,EA
Ace Combat 6: Fires of Liberation,1,True,True,Action,True,13.25,80,2007,Namco
Heavenly Sword,1,True,True,Action,True,7.0,79,2007,Sony
Ninja Gaiden Sigma,1,True,True,Action,True,14.15,88,2007,Unknown
Ben 10: Protector of the Earth,1,True,True,Action,True,5.13,63,2007,Unknown
The Simpsons Game,2,True,True,Action,True,0.87,71,2007,EA
CrossworDS,1,True,True,Educational,True,-100.0,67,2007,Unknown
Sonic Rush Adventure,1,True,True,Action,True,6.0,78,2007,Sega
Tiger Woods PGA Tour 08,4,True,True,Sports,True,-100.0,80,2007,EA
Tony Hawk's Proving Ground,2,True,True,Sports,True,8.13,72,2007,Activision
Call of Duty: Roads to Victory,1,True,True,Action,True,4.92,64,2007,Activision
Transformers: The Game,1,True,True,Action,True,5.0,52,2007,Activision
NBA 2K8,7,True,True,Sports,True,4.0,81,2007,2K
Medal of Honor: Heroes 2,1,True,True,Action,True,5.0,69,2007,EA
Spider-Man 3,1,True,True,Action,True,9.67,63,2007,Activision
Tom Clancy's Rainbow Six: Vegas,2,True,True,Action,True,9.0,86,2007,Ubisoft
Need for Speed: ProStreet,2,True,True,Racing / Driving,True,10.0,61,2007,EA
NBA LIVE 08 ,1,True,True,Sports,True,-100.0,73,2007,EA
Dance Dance Revolution Universe 2,4,True,True,Action,True,8.0,65,2007,Konami
MX vs. ATV Untamed,2,True,True,Racing / Driving,True,12.0,70,2007,THQ
Final Fantasy IV,1,True,True,Role-Playing (RPG),True,31.08,85,2007,SquareEnix
NBA Street Homecourt,4,True,True,Sports,True,-100.0,80,2007,EA
The Simpsons Game,2,True,True,Action,True,0.87,64,2007,EA
Winter Sports: The Ultimate Challenge,1,True,True,Racing / Driving,True,-100.0,52,2007,Unknown
WWE Smackdown vs. Raw 2008,4,True,True,Sports,True,10.0,68,2007,THQ
Tiger Woods PGA Tour 07,4,True,True,Sports,True,10.0,71,2007,EA
Crash of the Titans,1,True,True,Action,True,7.5,73,2007,Unknown
Sonic Rivals 2,1,True,True,Action,True,-100.0,60,2007,Sega
Boogie,2,True,True,Action,True,-100.0,57,2007,EA
Medal of Honor: Airborne,2P,True,True,Action,True,6.0,73,2007,EA
The Sims 2: Castaway,1,True,True,Simulation,True,-100.0,73,2007,EA
Spider-Man 3,1,True,True,Action,True,9.67,53,2007,Activision
Lost Odyssey,1,True,True,Role-Playing (RPG),True,50.0,78,2007,Microsoft
Bee Movie Game,1,True,True,Adventure,True,5.92,58,2007,Activision
Spider-Man 3,1,True,True,Action,True,9.67,79,2007,Activision
Final Fantasy Tactics,1,True,True,Role-Playing (RPG),True,38.0,88,2007,SquareEnix
Endless Ocean,1,True,True,Simulation,True,-100.0,72,2007,Nintendo
SingStar,6,True,True,Simulation,True,-100.0,82,2007,Sony
Ratatouille,1,True,True,Action,True,10.0,62,2007,THQ
The Sims 2: Pets,1,True,True,Simulation,True,-100.0,65,2007,EA
Two Worlds,1,True,True,Action,True,15.75,50,2007,Unknown
Crash of the Titans,2,True,True,Action,True,7.5,69,2007,Unknown
Sonic the Hedgehog,2,True,True,Action,True,2.87,46,2007,Sega
Mega Man Star Force: Dragon,1,True,True,Action,True,16.62,60,2007,Capcom
Sonic the Hedgehog,2,True,True,Action,True,2.87,43,2007,Sega
Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,69,2007,EA
Nicktoons: Attack of the Toybots,1,True,True,Action,True,-100.0,60,2007,THQ
WWE Smackdown vs. Raw 2008,4,True,True,Sports,True,10.0,59,2007,THQ
The Simpsons Game,2,True,True,Action,True,0.87,71,2007,EA
DiRT,1,True,True,Racing / Driving,True,12.88,83,2007,Unknown
Kane & Lynch: Dead Men,2,True,True,Action,True,6.0,65,2007,Eidos
Jam Sessions,1,True,True,Educational,True,0.25,72,2007,Ubisoft
Monster Hunter Freedom 2,1,True,True,Action,True,38.0,72,2007,Capcom
Shadowrun,1,True,True,Action,True,20.0,66,2007,Microsoft
Thrillville: Off the Rails,4,True,True,Simulation,True,8.5,70,2007,Unknown
Tony Hawk's Proving Ground,2,True,True,Sports,True,8.13,73,2007,Activision
My Word Coach,1,True,True,Educational,True,-100.0,71,2007,Ubisoft
The World Ends With You,1,True,True,Action,True,25.0,88,2007,SquareEnix
The BIGS,4,True,True,Action,True,0.53,66,2007,2K
NCAA Football 08,2,True,True,Sports,True,12.0,77,2007,EA
Final Fantasy Tactics A2: Grimoire of the Rift,1,True,True,Role-Playing (RPG),True,50.0,80,2007,SquareEnix
Beowulf: The Game,1,True,True,Action,True,10.5,51,2007,Ubisoft
The Darkness,1,True,True,Action,True,9.5,82,2007,2K
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,4,True,True,Action,True,8.75,84,2007,Ubisoft
Final Fantasy,1,True,True,Role-Playing (RPG),True,16.95,67,2007,SquareEnix
Lair,1,True,True,Action,True,8.97,53,2007,Sony
Transformers: The Game,1,True,True,Action,True,5.0,53,2007,Activision
Command & Conquer 3: Tiberium Wars,1,True,True,Strategy,True,24.0,82,2007,EA
Overlord,1,True,True,Action,True,18.3,76,2007,Unknown
Diner Dash,1,True,True,Action,True,4.3,64,2007,Unknown
Medal of Honor: Heroes 2,1,True,True,Action,True,5.0,73,2007,EA
MX vs. ATV Untamed,2,True,True,Racing / Driving,True,12.0,67,2007,THQ
Time Crisis 4,2,True,True,Action,True,1.0,60,2007,Namco
Dragon Ball Z: Budokai Tenkaichi 3,2,True,True,Action,True,12.0,72,2007,Atari
Final Fantasy XII: Revenant Wings,1,True,True,Role-Playing (RPG),True,30.1,81,2007,SquareEnix
SOCOM: U.S. Navy SEALs - Tactical Strike,1,True,True,Action,True,-100.0,72,2007,Sony
Unreal Tournament III,1,True,True,Action,True,10.5,86,2007,Midway
Bee Movie Game,2,True,True,Action,True,5.92,62,2007,Activision
Def Jam: Icon,2,True,True,Action,True,8.0,69,2007,EA
Transformers: The Game,1,True,True,Action,True,5.0,54,2007,Activision
TimeShift,1,True,True,Action,True,8.4,70,2007,Unknown
SSX Blur,4,True,True,Sports,True,10.0,74,2007,EA
Bleach: The Blade of Fate,1,True,True,Action,True,5.0,83,2007,Sega
EA Playground,1,True,True,Racing / Driving,True,-100.0,60,2007,EA
Final Fantasy II,1,True,True,Role-Playing (RPG),True,25.0,63,2007,SquareEnix
The Eye of Judgment,2,True,True,Strategy,True,-100.0,75,2007,Sony
MLB 07: The Show,2,True,True,Sports,True,-100.0,77,2007,Sony
Virtua Fighter 5,2,True,True,Action,True,1.17,85,2007,Sega
NiGHTS: Journey of Dreams,2,True,True,Action,True,6.0,69,2007,Sega
Puzzle Quest: Challenge of the Warlords,1,True,True,Role-Playing (RPG),True,35.0,82,2007,Unknown
NBA Live 08,1,True,True,Sports,True,-100.0,73,2007,EA
Kane & Lynch: Dead Men,2,True,True,Action,True,6.0,64,2007,Eidos
Crash of the Titans,2,True,True,Action,True,7.5,65,2007,Unknown
Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,51,2007,EA
SimCity DS,1,True,True,Simulation,True,3.0,69,2007,EA
Wario: Master of Disguise,1,True,True,Action,True,9.0,60,2007,Nintendo
No More Heroes,1,True,True,Action,True,10.0,83,2007,Ubisoft
BlackSite: Area 51,1,True,True,Action,True,5.53,62,2007,Midway
Shrek the Third,2,True,True,Action,True,4.0,56,2007,Activision
Shrek the Third,1,True,True,Adventure,True,4.0,70,2007,Activision
Surf's Up,1,True,True,Racing / Driving,True,1.28,56,2007,Ubisoft
MLB 07: The Show,1,True,True,Sports,True,-100.0,82,2007,Sony
TMNT,1,True,True,Action,True,4.75,58,2007,Ubisoft
Spider-Man: Friend or Foe,2P,True,True,Action,True,8.0,60,2007,Activision
Contra 4,1,True,True,Action,True,2.12,83,2007,Konami
Phoenix Wright: Ace Attorney - Trials and Tribu...,1,True,True,Adventure,True,20.0,81,2007,Capcom
Disney Pirates of the Caribbean: At World's End,1,True,True,Action,True,5.92,66,2007,Disney
Dragon Ball Z: Shin Budokai - Another Road,1,True,True,Action,True,8.0,65,2007,"Atari,Namco"
Spider-Man 3,1,True,True,Action,True,9.67,60,2007,Activision
The Golden Compass,1,True,True,Action,True,6.98,41,2007,Sega
Stuntman: Ignition,4,True,True,Action,True,5.27,75,2007,THQ
Chicken Shoot,2,True,True,Action,True,0.75,27,2007,Unknown
Shrek the Third,2,True,True,Action,True,4.0,57,2007,Activision
DK: Jungle Climber,1,True,True,Action,True,5.15,77,2007,Nintendo
Dragon Quest IV: Chapters of the Chosen,1,True,True,Role-Playing (RPG),True,26.65,80,2007,SquareEnix
300: March to Glory,1,True,True,Action,True,7.4,55,2007,Eidos
Fire Emblem: Radiant Dawn,1,True,True,Role-Playing (RPG),True,42.0,78,2007,Nintendo
The Golden Compass,1,True,True,Action,True,6.98,35,2007,Sega
Manhunt 2,1,True,True,Action,True,8.57,62,2007,Rockstar
NASCAR 08,1,True,True,Racing / Driving,True,-100.0,59,2007,EA
Virtua Tennis 3,4,True,True,Sports,True,17.0,80,2007,Sega
All-Pro Football 2K8,4,True,True,Sports,True,12.0,75,2007,2K
Major League Baseball 2K7,2,True,True,Sports,True,-100.0,74,2007,2K
The Warriors,1,True,True,Action,True,10.27,52,2007,Rockstar
Ghost Rider,4,True,True,Action,True,5.15,49,2007,2K
Tony Hawk's Proving Ground,2,True,True,Sports,True,8.13,57,2007,Activision
Juiced 2: Hot Import Nights,2,True,True,Racing / Driving,True,15.0,68,2007,THQ
Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,True,15.0,72,2007,THQ
The Simpsons Game,1,True,True,Action,True,0.87,59,2007,EA
Syphon Filter: Logan's Shadow,1,True,True,Action,True,11.0,85,2007,Sony
Tiger Woods PGA Tour 08,4,True,True,Sports,True,-100.0,79,2007,EA
Ratatouille,4,True,True,Action,True,10.0,56,2007,THQ
Trauma Center: New Blood,2,True,True,Action,True,12.0,77,2007,Nintendo
Hotel Dusk: Room 215,1,True,True,Adventure,True,15.0,78,2007,Nintendo
Mega Man ZX Advent,1,True,True,Action,True,6.75,78,2007,Capcom
Silent Hill: 0rigins,1,True,True,Action,True,6.0,78,2007,Konami
Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,68,2007,EA
NHL 08 ,1,True,True,Sports,True,17.5,85,2007,EA
Castlevania: The Dracula X Chronicles,2,True,True,Action,True,7.0,80,2007,Konami
Tony Hawk's Proving Ground,1,True,True,Sports,True,8.13,39,2007,Activision
Jeanne d'Arc,1,True,True,Role-Playing (RPG),True,30.92,87,2007,Sony
BWii: Battalion Wars 2,1,True,True,Action,True,9.72,75,2007,Nintendo
Battlestations: Midway,1,True,True,Action,True,8.85,73,2007,Eidos
Dragon Ball Z: Harukanaru Densetsu,1,True,True,Strategy,True,-100.0,57,2007,Atari
Touch the Dead,1,True,True,Action,True,4.65,56,2007,Unknown
The Darkness,1,True,True,Action,True,9.5,80,2007,2K
Donkey Kong Barrel Blast,4,True,True,Racing / Driving,True,-100.0,46,2007,Nintendo
The BIGS,4,True,True,Action,True,0.53,79,2007,2K
Armored Core 4,2,True,True,Action,True,23.0,65,2007,Sega
Etrian Odyssey,1,True,True,Role-Playing (RPG),True,50.0,75,2007,Nintendo
Ben 10: Protector of the Earth,1,True,True,Action,True,5.13,60,2007,Unknown
Tom Clancy's Splinter Cell: Double Agent,1,True,True,Action,True,11.0,78,2007,Ubisoft
Looney Tunes: Acme Arsenal,1,True,True,Action,True,3.15,27,2007,Unknown
Zack & Wiki: Quest for Barbaros' Treasure,1,True,True,Adventure,True,14.08,87,2007,Capcom
Monster Jam,4,True,True,Sports,True,-100.0,43,2007,Activision
Virtua Fighter 5,2,True,True,Action,True,1.17,89,2007,Sega
Lunar Knights,1,True,True,Action,True,12.0,82,2007,Konami
Enchanted Arms,1,True,True,Role-Playing (RPG),True,21.83,64,2007,Ubisoft
F.E.A.R.: First Encounter Assault Recon,1,True,True,Action,True,8.42,72,2007,Unknown
Folklore,1,True,True,Action,True,13.1,75,2007,Sony
Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,True,15.0,71,2007,THQ
The Elder Scrolls IV: Shivering Isles,1,True,True,Action,True,10.0,86,2007,Unknown
NHL 08,7,True,True,Sports,True,17.5,86,2007,EA
NCAA 07 March Madness,4,True,True,Sports,True,-100.0,67,2007,EA
Rayman Raving Rabbids,4,True,True,Action,True,6.0,67,2007,Ubisoft
Viva Pi$?ata: Party Animals,4,True,True,Racing / Driving,True,-100.0,56,2007,Microsoft
Warriors Orochi,2,True,True,Action,True,10.25,53,2007,Unknown
Luminous Arc,1,True,True,Role-Playing (RPG),True,21.75,70,2007,Unknown
Picross DS,1,True,True,Strategy,True,38.35,83,2007,Nintendo
Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,67,2007,EA
College Hoops 2K7,6,True,True,Sports,True,-100.0,81,2007,2K
The BIGS,4,True,True,Action,True,0.53,80,2007,2K
Stuntman: Ignition,4,True,True,Action,True,5.27,76,2007,THQ
Mortal Kombat: Armageddon,4,True,True,Action,True,8.0,71,2007,Midway
Def Jam: Icon,2,True,True,Action,True,8.0,68,2007,EA
Soulcalibur Legends,2,True,True,Action,True,10.48,52,2007,Namco
Surf's Up,2,True,True,Sports,True,1.28,64,2007,Ubisoft
Planet Puzzle League,1,True,True,Strategy,True,0.32,86,2007,Nintendo
DiRT,1,True,True,Racing / Driving,True,12.88,83,2007,Unknown
TMNT,1,True,True,Action,True,4.75,60,2007,Ubisoft
Soldier of Fortune: Payback,1,True,True,Action,True,3.0,50,2007,Activision
Dynasty Warriors: Gundam,2,True,True,Action,True,37.07,60,2007,Namco
Disney Pirates of the Caribbean: At World's End,2,True,True,Action,True,5.92,55,2007,Disney
Bee Movie Game,2,True,True,Action,True,5.92,71,2007,Activision
Dynasty Warriors: Gundam,2,True,True,Action,True,37.07,55,2007,Namco
Golden Axe,2,True,True,Action,True,0.75,45,2007,Sega
Dementium: The Ward,1,True,True,Action,True,4.0,72,2007,Unknown
Rondo of Swords,1,True,True,Role-Playing (RPG),True,17.35,69,2007,Unknown
Disgaea: Afternoon of Darkness,1,True,True,Role-Playing (RPG),True,40.8,87,2007,Unknown
NASCAR 08,1,True,True,Racing / Driving,True,-100.0,57,2007,EA
Dragon Quest Swords: The Masked Queen and the T...,1,True,True,Action,True,8.5,65,2007,SquareEnix
Call of Juarez,1,True,True,Action,True,8.0,71,2007,Ubisoft
College Hoops 2K8,1,True,True,Sports,True,-100.0,81,2007,2K
Eternal Sonata,1,True,True,Role-Playing (RPG),True,30.0,79,2007,Namco
Kingdom Under Fire: Circle of Doom,1,True,True,Action,True,9.0,55,2007,Microsoft
Vampire Rain,1,True,True,Action,True,10.5,38,2007,Microsoft
All-Pro Football 2K8,6,True,True,Sports,True,12.0,73,2007,2K
Mercury Meltdown,2,True,True,Strategy,True,-100.0,77,2007,Unknown
Conan,1,True,True,Action,True,6.0,69,2007,THQ
Godzilla: Unleashed,1,True,True,Action,True,-100.0,44,2007,Atari
NBA Live 08,1,True,True,Sports,True,-100.0,52,2007,EA
Conan,1,True,True,Action,True,6.0,69,2007,THQ
Spider-Man: Friend or Foe,2,True,True,Action,True,8.0,59,2007,Activision
College Hoops 2K8,7,True,True,Sports,True,-100.0,82,2007,2K
NBA 08,4,True,True,Sports,True,-100.0,63,2007,Sony
Thrillville: Off the Rails,4,True,True,Simulation,True,8.5,73,2007,Unknown
Geometry Wars: Galaxies,1,True,True,Action,True,10.0,79,2007,Unknown
Rayman Raving Rabbids,1,True,True,Action,True,6.0,56,2007,Ubisoft
WordJong,1,True,True,Strategy,True,-100.0,77,2007,Unknown
"Warhammer 40,000: Squad Command",1,True,True,Strategy,True,-100.0,67,2007,THQ
Beowulf: The Game,1,True,True,Action,True,10.5,51,2007,Ubisoft
The Golden Compass,1,True,True,Action,True,6.98,40,2007,Sega
Scarface: The World is Yours,1,True,True,Action,True,17.13,71,2007,Unknown
Hot Wheels: Beat That!,1,True,True,Action,True,-100.0,43,2007,Activision
NHL 2K8 ,1,True,True,Sports,True,-100.0,71,2007,2K
NBA Street Homecourt,4,True,True,Sports,True,-100.0,81,2007,EA
Geometry Wars: Galaxies,2,True,True,Action,True,10.0,80,2007,Unknown
Final Fantasy: Crystal Chronicles - Echoes of Time,1,True,True,Action,True,15.7,75,2007,SquareEnix
Godzilla Unleashed: Double Smash,1,True,True,Action,True,-100.0,28,2007,Atari
MX vs. ATV Untamed,1,True,True,Racing / Driving,True,12.0,61,2007,THQ
WWE SmackDown vs. Raw 2008,1,True,True,Sports,True,10.0,61,2007,THQ
The BIGS,1,True,True,Action,True,0.53,72,2007,2K
Brave Story: New Traveler,1,True,True,Role-Playing (RPG),True,23.83,76,2007,Unknown
WipEout Pulse,1,True,True,Action,True,7.0,82,2007,Sony
