Length,Title,Max Players,Multiplatform,Online,Genres,Licensed,Comp_Time_Main,Review Score,Year,Publishers
Short,SSX Blur,4,True,True,Sports,True,10.0,74,2007,EA
Short,Bleach: The Blade of Fate,1,True,True,Action,True,5.0,83,2007,Sega
Average,Final Fantasy II,1,True,True,Role-Playing (RPG),True,25.0,63,2007,SquareEnix
Short,Virtua Fighter 5,2,True,True,Action,True,1.17,85,2007,Sega
Short,NiGHTS: Journey of Dreams,2,True,True,Action,True,6.0,69,2007,Sega
Average,Puzzle Quest: Challenge of the Warlords,1,True,True,Role-Playing (RPG),True,35.0,82,2007,Unknown
Short,Kane & Lynch: Dead Men,2,True,True,Action,True,6.0,64,2007,Eidos
Short,Crash of the Titans,2,True,True,Action,True,7.5,65,2007,Unknown
Short,Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,51,2007,EA
Short,SimCity DS,1,True,True,Simulation,True,3.0,69,2007,EA
Short,Wario: Master of Disguise,1,True,True,Action,True,9.0,60,2007,Nintendo
Short,No More Heroes,1,True,True,Action,True,10.0,83,2007,Ubisoft
Short,BlackSite: Area 51,1,True,True,Action,True,5.53,62,2007,Midway
Short,Shrek the Third,2,True,True,Action,True,4.0,56,2007,Activision
Short,Shrek the Third,1,True,True,Adventure,True,4.0,70,2007,Activision
Short,Surf's Up,1,True,True,Racing / Driving,True,1.28,56,2007,Ubisoft
Short,TMNT,1,True,True,Action,True,4.75,58,2007,Ubisoft
Short,Spider-Man: Friend or Foe,2,True,True,Action,True,8.0,60,2007,Activision
Short,Contra 4,1,True,True,Action,True,2.12,83,2007,Konami
Short,Phoenix Wright: Ace Attorney - Trials and Tribu...,1,True,True,Adventure,True,20.0,81,2007,Capcom
Short,Disney Pirates of the Caribbean: At World's End,1,True,True,Action,True,5.92,66,2007,Disney
Short,Dragon Ball Z: Shin Budokai - Another Road,1,True,True,Action,True,8.0,65,2007,"Atari,Namco"
Short,Spider-Man 3,1,True,True,Action,True,9.67,60,2007,Activision
Short,The Golden Compass,1,True,True,Action,True,6.98,41,2007,Sega
Short,Stuntman: Ignition,4,True,True,Action,True,5.27,75,2007,THQ
Short,Chicken Shoot,2,True,True,Action,True,0.75,27,2007,Unknown
Short,Shrek the Third,2,True,True,Action,True,4.0,57,2007,Activision
Short,DK: Jungle Climber,1,True,True,Action,True,5.15,77,2007,Nintendo
Average,Dragon Quest IV: Chapters of the Chosen,1,True,True,Role-Playing (RPG),True,26.65,80,2007,SquareEnix
Short,300: March to Glory,1,True,True,Action,True,7.4,55,2007,Eidos
Long,Fire Emblem: Radiant Dawn,1,True,True,Role-Playing (RPG),True,42.0,78,2007,Nintendo
Short,The Golden Compass,1,True,True,Action,True,6.98,35,2007,Sega
Short,Manhunt 2,1,True,True,Action,True,8.57,62,2007,Rockstar
Short,Virtua Tennis 3,4,True,True,Sports,True,17.0,80,2007,Sega
Short,All-Pro Football 2K8,4,True,True,Sports,True,12.0,75,2007,2K
Short,The Warriors,1,True,True,Action,True,10.27,52,2007,Rockstar
Short,Ghost Rider,4,True,True,Action,True,5.15,49,2007,2K
Short,Tony Hawk's Proving Ground,2,True,True,Sports,True,8.13,57,2007,Activision
Short,Juiced 2: Hot Import Nights,2,True,True,Racing / Driving,True,15.0,68,2007,THQ
Short,Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,True,15.0,72,2007,THQ
Short,The Simpsons Game,1,True,True,Action,True,0.87,59,2007,EA
Short,Syphon Filter: Logan's Shadow,1,True,True,Action,True,11.0,85,2007,Sony
Short,Ratatouille,4,True,True,Action,True,10.0,56,2007,THQ
Short,Trauma Center: New Blood,2,True,True,Action,True,12.0,77,2007,Nintendo
Short,Hotel Dusk: Room 215,1,True,True,Adventure,True,15.0,78,2007,Nintendo
Short,Mega Man ZX Advent,1,True,True,Action,True,6.75,78,2007,Capcom
Short,Silent Hill: 0rigins,1,True,True,Action,True,6.0,78,2007,Konami
Short,Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,68,2007,EA
Short,NHL 08 ,1,True,True,Sports,True,17.5,85,2007,EA
Short,Castlevania: The Dracula X Chronicles,2,True,True,Action,True,7.0,80,2007,Konami
Short,Tony Hawk's Proving Ground,1,True,True,Sports,True,8.13,39,2007,Activision
Average,Jeanne d'Arc,1,True,True,Role-Playing (RPG),True,30.92,87,2007,Sony
Short,BWii: Battalion Wars 2,1,True,True,Action,True,9.72,75,2007,Nintendo
Short,Battlestations: Midway,1,True,True,Action,True,8.85,73,2007,Eidos
Short,Touch the Dead,1,True,True,Action,True,4.65,56,2007,Unknown
Short,The Darkness,1,True,True,Action,True,9.5,80,2007,2K
Short,The BIGS,4,True,True,Action,True,0.53,79,2007,2K
Average,Armored Core 4,2,True,True,Action,True,23.0,65,2007,Sega
Long,Etrian Odyssey,1,True,True,Role-Playing (RPG),True,50.0,75,2007,Nintendo
Short,Ben 10: Protector of the Earth,1,True,True,Action,True,5.13,60,2007,Unknown
Short,Tom Clancy's Splinter Cell: Double Agent,1,True,True,Action,True,11.0,78,2007,Ubisoft
Short,Looney Tunes: Acme Arsenal,1,True,True,Action,True,3.15,27,2007,Unknown
Short,Zack & Wiki: Quest for Barbaros' Treasure,1,True,True,Adventure,True,14.08,87,2007,Capcom
Short,Virtua Fighter 5,2,True,True,Action,True,1.17,89,2007,Sega
Short,Lunar Knights,1,True,True,Action,True,12.0,82,2007,Konami
Average,Enchanted Arms,1,True,True,Role-Playing (RPG),True,21.83,64,2007,Ubisoft
Short,F.E.A.R.: First Encounter Assault Recon,1,True,True,Action,True,8.42,72,2007,Unknown
Short,Folklore,1,True,True,Action,True,13.1,75,2007,Sony
Short,Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,True,15.0,71,2007,THQ
Short,The Elder Scrolls IV: Shivering Isles,1,True,True,Action,True,10.0,86,2007,Unknown
Short,NHL 08,7,True,True,Sports,True,17.5,86,2007,EA
Short,Rayman Raving Rabbids,4,True,True,Action,True,6.0,67,2007,Ubisoft
Short,Warriors Orochi,2,True,True,Action,True,10.25,53,2007,Unknown
Average,Luminous Arc,1,True,True,Role-Playing (RPG),True,21.75,70,2007,Unknown
Average,Picross DS,1,True,True,Strategy,True,38.35,83,2007,Nintendo
Short,Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,67,2007,EA
Short,The BIGS,4,True,True,Action,True,0.53,80,2007,2K
Short,Stuntman: Ignition,4,True,True,Action,True,5.27,76,2007,THQ
Short,Mortal Kombat: Armageddon,4,True,True,Action,True,8.0,71,2007,Midway
Short,Def Jam: Icon,2,True,True,Action,True,8.0,68,2007,EA
Short,Soulcalibur Legends,2,True,True,Action,True,10.48,52,2007,Namco
Short,Surf's Up,2,True,True,Sports,True,1.28,64,2007,Ubisoft
Short,Planet Puzzle League,1,True,True,Strategy,True,0.32,86,2007,Nintendo
Short,DiRT,1,True,True,Racing / Driving,True,12.88,83,2007,Unknown
Short,TMNT,1,True,True,Action,True,4.75,60,2007,Ubisoft
Short,Soldier of Fortune: Payback,1,True,True,Action,True,3.0,50,2007,Activision
Average,Dynasty Warriors: Gundam,2,True,True,Action,True,37.07,60,2007,Namco
Short,Disney Pirates of the Caribbean: At World's End,2,True,True,Action,True,5.92,55,2007,Disney
Short,Bee Movie Game,2,True,True,Action,True,5.92,71,2007,Activision
Average,Dynasty Warriors: Gundam,2,True,True,Action,True,37.07,55,2007,Namco
Short,Golden Axe,2,True,True,Action,True,0.75,45,2007,Sega
Short,Dementium: The Ward,1,True,True,Action,True,4.0,72,2007,Unknown
Short,Rondo of Swords,1,True,True,Role-Playing (RPG),True,17.35,69,2007,Unknown
Long,Disgaea: Afternoon of Darkness,1,True,True,Role-Playing (RPG),True,40.8,87,2007,Unknown
Short,Dragon Quest Swords: The Masked Queen and the T...,1,True,True,Action,True,8.5,65,2007,SquareEnix
Short,Call of Juarez,1,True,True,Action,True,8.0,71,2007,Ubisoft
Average,Eternal Sonata,1,True,True,Role-Playing (RPG),True,30.0,79,2007,Namco
Short,Kingdom Under Fire: Circle of Doom,1,True,True,Action,True,9.0,55,2007,Microsoft
Short,Vampire Rain,1,True,True,Action,True,10.5,38,2007,Microsoft
Short,All-Pro Football 2K8,6,True,True,Sports,True,12.0,73,2007,2K
Short,Conan,1,True,True,Action,True,6.0,69,2007,THQ
Short,Conan,1,True,True,Action,True,6.0,69,2007,THQ
Short,Spider-Man: Friend or Foe,2,True,True,Action,True,8.0,59,2007,Activision
Short,Thrillville: Off the Rails,4,True,True,Simulation,True,8.5,73,2007,Unknown
Short,Geometry Wars: Galaxies,1,True,True,Action,True,10.0,79,2007,Unknown
Short,Rayman Raving Rabbids,1,True,True,Action,True,6.0,56,2007,Ubisoft
Short,Beowulf: The Game,1,True,True,Action,True,10.5,51,2007,Ubisoft
Short,The Golden Compass,1,True,True,Action,True,6.98,40,2007,Sega
Short,Scarface: The World is Yours,1,True,True,Action,True,17.13,71,2007,Unknown
Short,Geometry Wars: Galaxies,2,True,True,Action,True,10.0,80,2007,Unknown
Short,Final Fantasy: Crystal Chronicles - Echoes of Time,1,True,True,Action,True,15.7,75,2007,SquareEnix
Short,MX vs. ATV Untamed,1,True,True,Racing / Driving,True,12.0,61,2007,THQ
Short,WWE SmackDown vs. Raw 2008,1,True,True,Sports,True,10.0,61,2007,THQ
Short,The BIGS,1,True,True,Action,True,0.53,72,2007,2K
Average,Brave Story: New Traveler,1,True,True,Role-Playing (RPG),True,23.83,76,2007,Unknown
Short,WipEout Pulse,1,True,True,Action,True,7.0,82,2007,Sony
Short,TimeShift,1,True,True,Action,True,8.4,70,2007,Unknown
Short,Beautiful Katamari,1,True,True,Action,True,6.0,73,2007,Namco
Short,Hour of Victory,1,True,True,Action,True,5.32,37,2007,Midway
Short,Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,True,5.75,47,2007,2K
Short,7 Wonders of the Ancient World,1,True,True,Strategy,True,4.85,60,2007,Unknown
Short,Draglade,1,True,True,Action,True,4.07,71,2007,Unknown
Short,Final Fantasy Fables: Chocobo Tales,1,True,True,Action,True,9.38,75,2007,SquareEnix
Short,The Golden Compass,1,True,True,Action,True,6.98,28,2007,Sega
Short,Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,52,2007,EA
Short,Surf's Up,4,True,True,Sports,True,1.28,61,2007,Ubisoft
Short,Blazing Angels 2: Secret Missions of WWII,2,True,True,Action,True,10.0,72,2007,Ubisoft
Short,The Settlers,1,True,True,Strategy,True,3.75,39,2007,Ubisoft
Short,Shrek the Third,1,True,True,Action,True,4.0,57,2007,Activision
Short,Ratatouille,1,True,True,Action,True,10.0,55,2007,THQ
Short,Soldier of Fortune: Payback,1,True,True,Action,True,3.0,50,2007,Activision
Short,Heatseeker,1,True,True,Action,True,9.75,62,2007,Unknown
Short,Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,True,5.75,45,2007,2K
Short,Blazing Angels 2: Secret Missions of WWII,2,True,True,Action,True,10.0,70,2007,Ubisoft
Short,Cake Mania,1,True,True,Action,True,5.33,55,2007,Unknown
Short,Touch Detective 2 1/2,1,True,True,Adventure,True,5.65,67,2007,Unknown
Short,7 Wonders of the Ancient World,1,True,True,Strategy,True,4.85,51,2007,Unknown
Short,Crush,1,True,True,Action,True,5.8,83,2007,Sega
Average,Test Drive Unlimited,1,True,True,Racing / Driving,True,30.0,80,2007,Atari
Short,Thrillville: Off the Rails,1,True,True,Simulation,True,8.5,72,2007,Unknown
Short,Looney Tunes: Acme Arsenal,4,True,True,Action,True,3.15,40,2007,Unknown
Short,Worms: Open Warfare 2,1,True,True,Action,True,8.25,81,2007,THQ
Short,Alien Syndrome,1,True,True,Action,True,3.05,51,2007,Sega
Short,BlackSite: Area 51,1,True,True,Action,True,5.53,56,2007,Midway
Short,Code Lyoko: Quest for Infinity,1,True,True,Action,True,5.8,58,2007,Unknown
Short,FlatOut: Ultimate Carnage,1,True,True,Racing / Driving,True,14.5,80,2007,Unknown
Short,Zoids Assault,1,True,True,Role-Playing (RPG),True,11.0,46,2007,Unknown
Short,Alien Syndrome,4,True,True,Action,True,3.05,48,2007,Sega
Short,Heroes of Mana,1,True,True,Strategy,True,17.03,66,2007,SquareEnix
Short,Myst,1,True,True,Adventure,True,6.07,43,2007,Midway
Short,Coded Arms: Contagion,1,True,True,Action,True,10.0,56,2007,Konami
Short,F.E.A.R. Files,1,True,True,Action,True,10.0,66,2007,Unknown
Short,Ontamarama,1,True,True,Action,True,1.0,71,2007,Unknown
Short,Retro Game Challenge,1,True,True,Action,True,9.75,77,2007,Namco
Short,Ultimate Mortal Kombat 3,1,True,True,Action,True,1.0,73,2007,Midway
Short,Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,True,15.0,73,2007,THQ
Short,Pursuit Force: Extreme Justice,1,True,True,Action,True,8.0,73,2007,Sony
Short,Medal of Honor: Vanguard,1,True,True,Action,True,3.63,56,2007,EA
Short,Worms: Open Warfare 2,4,True,True,Action,True,8.25,80,2007,THQ
Short,Surf's Up,4,True,True,Sports,True,1.28,59,2007,Ubisoft
Short,Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,True,5.75,39,2007,2K
Short,Brothers in Arms DS,1,True,True,Action,True,5.0,72,2007,Ubisoft
Short,Fantastic Four: Rise of the Silver Surfer,1,True,True,Action,True,5.75,35,2007,2K
Short,Heatseeker,1,True,True,Action,True,9.75,49,2007,Unknown
Short,Manhunt 2,1,True,True,Action,True,8.57,69,2007,Rockstar
Short,Escape from Bug Island,1,True,True,Action,True,5.38,37,2007,Eidos
Short,Cabela's Big Game Hunter,1,True,True,Simulation,True,4.0,51,2007,Activision
Short,Guilty Gear XX ? Core,2,True,True,Action,True,2.0,75,2007,Unknown
Short,Code Lyoko,1,True,True,Action,True,6.52,63,2007,Unknown
Short,Orcs & Elves,1,True,True,Action,True,4.67,68,2007,EA
Short,Dead Head Fred,1,True,True,Action,True,8.0,75,2007,Unknown
Short,Hot Pixel,1,True,True,Action,True,0.45,55,2007,Atari
Average,The Legend of Heroes III: Song of the Ocean,1,True,True,Role-Playing (RPG),True,35.0,58,2007,Namco
Short,Bionicle Heroes,1,True,True,Action,True,9.75,52,2007,Eidos
Short,Burnout Dominator,4,True,True,Action,True,14.0,76,2007,EA
Short,Samurai Warriors 2: Empires,2,True,True,Action,True,8.0,53,2007,Unknown
Average,Dragoneer's Aria,1,True,True,Role-Playing (RPG),True,37.63,56,2007,Unknown
Average,R-Type Command,1,True,True,Strategy,True,24.37,69,2007,Unknown
Short,Virtua Tennis 3,1,True,True,Sports,True,17.0,79,2007,Sega
Short,Virtua Tennis 3,4,True,True,Sports,True,17.0,80,2007,Sega
Average,Front Mission,1,True,True,Strategy,True,20.3,72,2007,SquareEnix
Short,Nervous Brickdown,1,True,True,Action,True,8.0,70,2007,Unknown
Average,Puzzle Quest: Challenge of the Warlords,1,True,True,Role-Playing (RPG),True,35.0,84,2007,Unknown
Short,Driver: Parallel Lines,1,True,True,Action,True,10.6,59,2007,Ubisoft
Short,Mario Kart Wii,4,True,True,Racing / Driving,True,5.0,82,2008,Nintendo
Average,Grand Theft Auto IV,1,True,True,Action,True,28.0,98,2008,Rockstar
Short,Super Smash Bros.: Brawl,6,True,True,Action,True,10.0,93,2008,Nintendo
Short,Call of Duty: World at War,4,True,True,Action,True,8.0,84,2008,Activision
Average,Grand Theft Auto IV,1,True,True,Action,True,28.0,98,2008,Rockstar
Short,Gears of War 2,2,True,True,Action,True,10.0,93,2008,Microsoft
Average,Pokmon: Platinum Version,1,True,True,Adventure,True,35.0,83,2008,Nintendo
Short,Metal Gear Solid 4: Guns of the Patriots,1,True,True,Action,True,18.17,94,2008,Konami
Short,Fable II,1,True,True,Role-Playing (RPG),True,12.0,89,2008,Microsoft
Short,Call of Duty: World at War,4,True,True,Action,True,8.0,85,2008,Activision
Short,Guitar Hero: World Tour,4,True,True,Action,True,8.0,86,2008,Activision
Short,LittleBigPlanet,4,True,True,Action,True,9.0,95,2008,Sony
Average,Fallout 3,1,True,True,Action,True,22.0,93,2008,Unknown
Short,LEGO Indiana Jones: The Original Adventures,2,True,True,Action,True,10.0,77,2008,Unknown
Short,Left 4 Dead,2,True,True,Action,True,6.52,89,2008,Unknown
Short,Madden NFL 09,4,True,True,Sports,True,10.0,83,2008,EA
Short,Kung Fu Panda,4,True,True,Action,True,5.0,75,2008,Activision
Short,Rock Band 2,4,True,True,Action,True,9.0,92,2008,Unknown
Short,Sega Superstars Tennis,4,True,True,Sports,True,8.0,67,2008,Sega
Short,Guitar Hero: World Tour,4,True,True,Action,True,8.0,85,2008,Activision
Long,Animal Crossing: City Folk,1,True,True,Simulation,True,62.0,73,2008,Nintendo
Short,Mario & Sonic at the Olympic Games,1,True,True,Action,True,7.0,70,2008,"Nintendo,Sega"
Short,Madden NFL 09,4,True,True,Sports,True,10.0,85,2008,EA
Short,LEGO Batman: The Videogame,2,True,True,Action,True,9.43,76,2008,Unknown
Short,Tom Clancy's Rainbow Six: Vegas 2,2,True,True,Action,True,9.0,82,2008,Ubisoft
Short,Kirby Super Star Ultra,1,True,True,Action,True,4.75,76,2008,Nintendo
Short,Star Wars: The Force Unleashed,1,True,True,Action,True,5.0,73,2008,Unknown
Short,God of War: Chains of Olympus,1,True,True,Action,True,5.47,91,2008,Sony
Average,Fallout 3,1,True,True,Action,True,22.0,90,2008,Unknown
Short,Pure,1,True,True,Racing / Driving,True,8.5,85,2008,Disney
Short,LEGO Indiana Jones: The Original Adventures,2,True,True,Action,True,10.0,78,2008,Unknown
Short,Rock Band,2,True,True,Action,True,7.75,92,2008,Unknown
Short,LEGO Batman: The Videogame,1,True,True,Action,True,9.43,72,2008,Unknown
Short,Saints Row 2,1,True,True,Action,True,20.0,81,2008,THQ
Short,LEGO Batman: The Videogame,2,True,True,Action,True,9.43,74,2008,Unknown
Short,Call of Duty: World at War,2,True,True,Action,True,8.0,83,2008,Activision
Average,Midnight Club: Los Angeles,1,True,True,Racing / Driving,True,23.62,81,2008,Rockstar
Short,Mortal Kombat vs. DC Universe,2,True,True,Action,True,3.0,76,2008,Midway
Short,Army of Two,2,True,True,Action,True,6.72,72,2008,EA
Short,Resistance 2,2,True,True,Action,True,10.0,87,2008,Sony
Short,Rock Band 2,1,True,True,Action,True,9.0,91,2008,Unknown
Average,Midnight Club: Los Angeles,1,True,True,Racing / Driving,True,23.62,82,2008,Rockstar
Short,Sonic Unleashed,1,True,True,Action,True,13.0,66,2008,Sega
Short,Guitar Hero: World Tour,4,True,True,Action,True,8.0,84,2008,Activision
Short,Guitar Hero: Aerosmith,1,True,True,Action,True,4.93,73,2008,Activision
Short,Star Wars: The Force Unleashed,2,True,True,Action,True,5.0,71,2008,Unknown
Short,Burnout Paradise,1,True,True,Action,True,14.0,87,2008,EA
Average,Pokmon Ranger: Shadows of Almia,1,True,True,Action,True,22.0,68,2008,Nintendo
Short,Mortal Kombat vs. DC Universe,2,True,True,Action,True,3.0,72,2008,Midway
Short,Dead Space,1,True,True,Action,True,11.37,88,2008,EA
Short,Star Wars: The Force Unleashed,1,True,True,Action,True,5.0,71,2008,Unknown
Short,Guitar Hero: Aerosmith,2,True,True,Action,True,4.93,70,2008,Activision
Short,SOCOM: U.S. Navy SEALs - Confrontation,1,True,True,Action,True,10.0,63,2008,Sony
Short,SoulCalibur IV,2,True,True,Action,True,2.25,85,2008,Namco
Short,Battlefield: Bad Company,1,True,True,Action,True,6.73,83,2008,EA
Short,Saints Row 2,1,True,True,Action,True,20.0,82,2008,THQ
Short,Guitar Hero: On Tour - Decades,1,True,True,Action,True,1.83,72,2008,Activision
Short,Devil May Cry 4,1,True,True,Action,True,11.0,84,2008,Capcom
Short,Mystery Case Files: MillionHeir,1,True,True,Adventure,True,8.58,65,2008,Nintendo
Short,Battlefield: Bad Company,1,True,True,Action,True,6.73,84,2008,EA
Short,Army of Two,2,True,True,Action,True,6.72,74,2008,EA
Short,The House of the Dead 2 & 3 Return,2,True,True,Action,True,2.0,66,2008,Sega
Short,Far Cry 2,1,True,True,Action,True,17.0,85,2008,Ubisoft
Short,Boom Blox,4,True,True,Action,True,4.0,85,2008,EA
Short,Madden NFL 09,4,True,True,Sports,True,10.0,68,2008,EA
Short,MLB 08: The Show,2,True,True,Sports,True,10.0,85,2008,Sony
Short,Tom Clancy's Rainbow Six: Vegas 2,2,True,True,Action,True,9.0,81,2008,Ubisoft
Short,Mercenaries 2: World in Flames,1,True,True,Action,True,18.0,72,2008,EA
Short,Need for Speed: Undercover,1,True,True,Racing / Driving,True,11.0,64,2008,EA
Short,Guitar Hero: Aerosmith,2,True,True,Action,True,4.93,70,2008,Activision
Short,SoulCalibur IV,2,True,True,Action,True,2.25,85,2008,"Namco,Ubisoft"
Average,Valkyria Chronicles,1,True,True,Action,True,31.1,86,2008,Sega
Average,Harvest Moon: Tree of Tranquility,1,True,True,Role-Playing (RPG),True,29.58,65,2008,Unknown
Short,Star Wars: The Clone Wars - Jedi Alliance,1,True,True,Action,True,5.0,68,2008,Unknown
Short,Need for Speed: Undercover,1,True,True,Racing / Driving,True,11.0,59,2008,EA
Short,Wario Land: Shake It!,1,True,True,Action,True,6.0,78,2008,Nintendo
Short,Kung Fu Panda,1,True,True,Action,True,5.0,71,2008,Activision
Short,Devil May Cry 4,1,True,True,Action,True,11.0,84,2008,Capcom
Short,Tom Clancy's EndWar,1,True,True,Strategy,True,8.87,77,2008,Ubisoft
Short,LEGO Batman: The Videogame,1,True,True,Action,True,9.43,73,2008,Unknown
Short,BioShock,1,True,True,Action,True,12.0,94,2008,2K
Short,Bully: Scholarship Edition,1,True,True,Action,True,13.2,80,2008,Rockstar
Short,Prince of Persia,1,True,True,Action,True,11.83,81,2008,Ubisoft
Short,Kung Fu Panda,4,True,True,Action,True,5.0,70,2008,Activision
Short,Sonic Chronicles: The Dark Brotherhood,1,True,True,Action,True,12.0,74,2008,Sega
Average,Chrono Trigger,2,True,True,Role-Playing (RPG),True,23.0,92,2008,SquareEnix
Short,Tomb Raider: Underworld,1,True,True,Action,True,10.0,76,2008,Eidos
Short,The Legendary Starfy,1,True,True,Action,True,8.5,75,2008,Nintendo
Short,Mirror's Edge,1,True,True,Action,True,6.0,79,2008,EA
Short,Haze,2,True,True,Action,True,6.92,55,2008,Ubisoft
Average,Dissidia: Final Fantasy,1,True,True,Action,True,30.0,79,2008,SquareEnix
Short,Sid Meier's Civilization: Revolution,1,True,True,Strategy,True,3.87,84,2008,2K
Short,Wall-E,4,True,True,Action,True,6.72,51,2008,THQ
Short,Prince of Persia,1,True,True,Action,True,11.83,85,2008,Ubisoft
Short,NHL 09 ,1,True,True,Sports,True,20.0,88,2008,EA
Short,Brothers in Arms: Hell's Highway,1,True,True,Action,True,8.0,76,2008,Ubisoft
Short,Turok,1,True,True,Action,True,7.0,69,2008,Unknown
Short,Iron Man,1,True,True,Action,True,4.37,44,2008,Sega
Short,De Blob,4,True,True,Action,True,8.42,82,2008,THQ
Short,Sonic Riders: Zero Gravity,4,True,True,Racing / Driving,True,3.07,56,2008,Sega
Short,Rhythm Heaven,1,True,True,Action,True,4.45,83,2008,Nintendo
Short,Tomb Raider: Underworld,1,True,True,Action,True,10.0,75,2008,Eidos
Short,Advance Wars: Days of Ruin,4,True,True,Strategy,True,18.08,86,2008,Nintendo
Short,LEGO Batman: The Videogame,2,True,True,Action,True,9.43,75,2008,Unknown
Short,Far Cry 2,1,True,True,Action,True,17.0,85,2008,Ubisoft
Short,Brothers in Arms: Hell's Highway,1,True,True,Action,True,8.0,76,2008,Ubisoft
Short,Sonic Unleashed,1,True,True,Action,True,13.0,54,2008,Sega
Short,Pinball Hall of Fame: The Williams Collection,1,True,True,Simulation,True,20.0,82,2008,Unknown
Short,Sonic Unleashed,1,True,True,Action,True,13.0,60,2008,Sega
Short,Samba de Amigo,2,True,True,Action,True,8.0,68,2008,Sega
Average,?kami,1,True,True,Action,True,36.83,90,2008,Capcom
Short,LEGO Indiana Jones: The Original Adventures,2,True,True,Action,True,10.0,77,2008,Unknown
Average,MotorStorm: Pacific Rift,4,True,True,Action,True,24.0,82,2008,Sony
Short,Sid Meier's Civilization: Revolution,1,True,True,Simulation,True,3.87,80,2008,2K
Short,Pure,1,True,True,Racing / Driving,True,8.5,83,2008,Disney
Short,Turok,1,True,True,Action,True,7.0,67,2008,Unknown
Short,Crash: Mind over Mutant,1,True,True,Action,True,5.48,70,2008,Unknown
Short,Spider-Man: Web of Shadows,1,True,True,Action,True,11.0,68,2008,Activision
Short,Frontlines: Fuel of War,1,True,True,Action,True,5.25,75,2008,THQ
Average,GRID,1,True,True,Racing / Driving,True,22.0,87,2008,Unknown
Short,Too Human,1,True,True,Action,True,12.98,65,2008,Microsoft
Short,LEGO Indiana Jones: The Original Adventures,1,True,True,Action,True,10.0,76,2008,Unknown
Short,SEGA Bass Fishing,1,True,True,Sports,True,3.33,59,2008,Sega
Short,The Chronicles of Narnia: Prince Caspian,2,True,True,Action,True,14.0,63,2008,Disney
Short,Iron Man,1,True,True,Action,True,4.37,56,2008,Sega
Short,MLB 08: The Show,1,True,True,Sports,True,10.0,83,2008,Sony
Short,Iron Man,1,True,True,Action,True,4.37,42,2008,Sega
Short,Madagascar: Escape 2 Africa,1,True,True,Action,True,6.0,55,2008,Activision
Average,GRID,1,True,True,Racing / Driving,True,22.0,87,2008,Unknown
Short,NHL 09,1,True,True,Sports,True,20.0,88,2008,EA
Short,Banjo-Kazooie: Nuts & Bolts,1,True,True,Action,True,15.9,79,2008,Microsoft
Short,Patapon,1,True,True,Action,True,15.0,86,2008,Sony
Short,Iron Man,1,True,True,Action,True,4.37,44,2008,Sega
Short,Sega Superstars Tennis,1,True,True,Sports,True,8.0,65,2008,Sega
Short,Lost Planet: Extreme Condition,1,True,True,Action,True,8.48,67,2008,Capcom
Short,Mirror's Edge,1,True,True,Action,True,6.0,79,2008,EA
Short,Condemned 2: Bloodshot,1,True,True,Action,True,8.9,80,2008,Sega
Short,Sega Superstars Tennis,4,True,True,Sports,True,8.0,71,2008,Sega
Average,Viva Pi$?ata: Pocket Paradise,1,True,True,Simulation,True,21.0,82,2008,THQ
Short,Tom Clancy's EndWar,1,True,True,Strategy,True,8.87,76,2008,Ubisoft
Short,Iron Man,1,True,True,Action,True,4.37,45,2008,Sega
Short,Need for Speed: Undercover,4,True,True,Racing / Driving,True,11.0,54,2008,EA
Short,Wall-E,4,True,True,Action,True,6.72,50,2008,THQ
Average,Spectrobes: Beyond the Portals,1,True,True,Action,True,24.27,70,2008,Disney
Short,MX vs. ATV Untamed,1,True,True,Educational,True,12.0,59,2008,Ubisoft
Short,Mercenaries 2: World in Flames,1,True,True,Action,True,18.0,72,2008,EA
Average,Infinite Undiscovery,1,True,True,Action,True,22.3,68,2008,SquareEnix
Short,TNA iMPACT!,4,True,True,Sports,True,8.05,62,2008,Midway
Short,Enemy Territory: Quake Wars,1,True,True,Action,True,6.75,69,2008,Activision
Short,Fire Emblem: Shadow Dragon,1,True,True,Role-Playing (RPG),True,20.0,81,2008,Nintendo
Short,Neopets Puzzle Adventure,1,True,True,Adventure,True,3.0,70,2008,Capcom
Long,Tales of Vesperia,1,True,True,Adventure,True,49.0,79,2008,Namco
Short,Dragon Ball Z: Burst Limit,2,True,True,Action,True,5.58,72,2008,"Atari,Namco"
Short,Apollo Justice: Ace Attorney,1,True,True,Adventure,True,19.7,78,2008,Capcom
Short,Castlevania: Order of Ecclesia,1,True,True,Action,True,11.0,85,2008,Konami
Short,Mega Man Star Force 2: Zerker X Ninja,1,True,True,Action,True,19.25,55,2008,Capcom
Short,Enemy Territory: Quake Wars,1,True,True,Action,True,6.75,60,2008,Activision
Short,Turning Point: Fall of Liberty,1,True,True,Action,True,5.0,43,2008,Unknown
